Biome	SWRad	Tavg	Tmin	VPD	Fpar	LAI
 	175.699951	23.849985	21.249994	0.000000	 	 
 	169.199951	24.499994	22.249994	72.833946	 	 
 	184.899902	24.499994	22.050013	149.054092	 	 
 	179.199951	25.050013	22.050013	198.081802	 	 
 	176.199951	24.195002	21.050013	62.021084	 	 
 	177.199951	25.994989	22.649988	328.237488	 	 
 	183.699951	24.949991	21.649988	188.842163	 	 
 	166.199951	24.494989	22.339991	54.623989	 	 
 	165.399902	24.049982	21.949976	52.880917	 	 
 	189.699951	24.100000	21.649988	38.907280	 	 
 	189.699951	24.400003	22.050013	72.977654	 	 
 	196.399902	24.445002	21.839991	147.493271	 	 
 	198.699951	23.494989	21.149988	0.000000	 	 
 	181.899902	23.744989	20.339991	0.000000	 	 
 	204.399902	24.195002	21.839991	60.727169	 	 
 	170.399902	24.249994	21.449976	0.254092	 	 
 	177.399902	24.299982	22.149988	14.858586	 	 
 	169.199951	24.199991	21.649988	0.000000	 	 
 	196.899902	23.150003	21.550013	63.737164	 	 
 	151.199951	21.744989	19.649988	53.178925	 	 
 	181.699951	23.494989	20.649988	148.279099	 	 
 	179.199951	23.699991	21.249994	0.000000	 	 
 	183.199951	24.099985	20.949976	11.122194	 	 
 	150.500000	24.050013	21.550013	26.325600	 	 
 	167.399902	23.294992	20.839991	0.000000	 	 
 	181.199951	25.100000	21.649988	232.513062	 	 
 	173.199951	24.600000	21.149988	79.064667	 	 
 	150.199951	23.945002	21.339991	24.842010	 	 
 	173.899902	23.445002	21.050013	0.000000	 	 
 	167.199951	23.799982	20.949976	48.019112	 	 
 	196.899902	23.794992	21.339991	44.828136	 	 
 	177.899902	25.299982	20.949976	283.601715	 	 
 	177.399902	23.900003	20.749994	38.361752	 	 
 	158.699951	23.544992	21.839991	49.627598	 	 
 	153.699951	24.149988	21.649988	107.740303	 	 
 	155.199951	25.394983	21.339991	323.163147	 	 
 	155.199951	23.699976	21.949976	71.754372	 	 
 	185.399902	24.695002	21.839991	163.654953	 	 
 	165.199951	23.949991	21.649988	39.600918	 	 
 	160.199951	23.550013	21.050013	39.479809	 	 
 	166.500000	25.589991	21.339991	363.812347	 	 
 	156.699951	23.699976	21.949976	47.270004	 	 
 	158.000000	23.999994	22.050013	55.099125	 	 
 	142.000000	23.449991	21.649988	16.671566	 	 
 	165.399902	23.649988	21.649988	25.259941	 	 
 	171.399902	23.894983	21.449976	83.280075	 	 
 	193.399902	23.550013	21.550013	28.323925	 	 
 	176.899902	23.544992	21.249994	4.585520	 	 
 	190.699951	25.144983	21.449976	244.936630	 	 
 	177.399902	23.445002	21.050013	4.354730	 	 
 	182.699951	23.699991	21.149988	34.940121	 	 
 	186.399902	23.400003	20.749994	0.000000	 	 
 	175.399902	23.400003	21.249994	0.000000	 	 
 	167.500000	23.600000	21.050013	6.972629	 	 
 	167.399902	24.150003	21.749994	108.328911	 	 
 	164.500000	23.644983	21.949976	20.948997	 	 
 	170.699951	24.300013	21.550013	63.555664	 	 
 	114.500000	24.299982	22.149988	74.998276	 	 
 	193.899902	24.599985	21.949976	115.268120	 	 
 	177.699951	23.589991	20.839991	5.442246	 	 
 	180.899902	24.199991	21.649988	127.752808	 	 
 	172.399902	24.150003	20.550013	109.465141	 	 
 	171.500000	23.549982	21.649988	22.099184	 	 
 	178.699951	23.744989	21.649988	28.852453	 	 
 	119.699951	23.445002	21.339991	0.000000	 	 
 	144.000000	24.195002	22.050013	71.572998	 	 
 	175.699951	24.244989	21.839991	12.528913	 	 
 	143.199951	25.349985	22.249994	296.501282	 	 
 	160.000000	24.100000	21.649988	89.293526	 	 
 	181.199951	23.699991	20.649988	0.000000	 	 
 	153.500000	23.849985	20.949976	37.482185	 	 
 	166.699951	24.349985	21.749994	90.581276	 	 
 	176.199951	23.695002	21.550013	57.266521	 	 
 	174.399902	23.400003	20.050013	22.769754	 	 
 	135.199951	23.744989	21.839991	37.510891	 	 
 	160.000000	24.544992	21.339991	240.351898	 	 
 	202.399902	23.699991	20.749994	67.265450	 	 
 	198.399902	23.649988	20.649988	53.106121	 	 
 	179.199951	23.949991	21.249994	106.283669	 	 
 	167.500000	24.394983	21.949976	118.290253	 	 
 	171.500000	23.449976	20.949976	34.892311	 	 
 	159.500000	23.400003	20.249994	14.785094	 	 
 	155.500000	23.549982	20.949976	0.000000	 	 
 	171.199951	23.300013	20.550013	0.000000	 	 
 	166.399902	23.799982	19.649988	79.588783	 	 
 	193.899902	23.300013	20.050013	0.000000	 	 
 	175.199951	23.999994	20.449976	8.189278	 	 
 	180.199951	23.794992	20.749994	98.265030	 	 
 	195.199951	23.839991	21.339991	30.930161	 	 
 	176.699951	23.800013	20.550013	155.498413	 	 
 	177.000000	23.199976	20.449976	68.692696	 	 
 	187.199951	23.600000	21.149988	90.071503	 	 
 	189.399902	23.600000	20.149988	18.409138	 	 
 	191.399902	23.394983	20.449976	0.000000	 	 
 	184.199951	23.400003	20.050013	120.668480	 	 
 	185.899902	23.449991	20.149988	163.253815	 	 
 	184.399902	22.699991	20.749994	79.631866	 	 
 	146.199951	21.644983	19.949976	45.939793	 	 
 	220.199951	22.099985	19.249994	110.008797	 	 
 	214.199951	22.299982	19.149988	141.044830	 	 
 	235.899902	23.449976	18.449976	163.699295	 	 
 	176.000000	23.894983	19.949976	374.820099	 	 
 	211.399902	26.799980	19.149988	753.854858	 	 
 	165.000000	23.695002	20.339991	193.409851	 	 
 	181.899902	23.300013	19.550013	5.172886	 	 
 	185.699951	23.399988	19.649988	60.580002	 	 
 	185.399902	23.550013	19.550013	120.561584	 	 
 	202.699951	22.999994	18.249994	48.909584	 	 
 	176.699951	23.249994	19.749994	0.000000	 	 
 	198.399902	25.150003	20.050013	322.335205	 	 
 	226.899902	25.794992	19.749994	427.955688	 	 
 	182.899902	25.299982	21.149988	339.085388	 	 
 	194.699951	23.499994	19.449976	0.000000	 	 
 	162.500000	24.149988	21.149988	132.345840	 	 
 	192.899902	26.549982	21.149988	514.309143	 	 
 	200.899902	24.249994	20.449976	119.302254	 	 
 	210.399902	24.900003	20.550013	301.009430	 	 
 	168.000000	24.499994	21.949976	135.469971	 	 
 	208.399902	24.499994	21.249994	225.535355	 	 
 	194.699951	25.294992	20.749994	321.608612	 	 
 	228.699951	24.695002	19.339991	152.009109	 	 
 	219.199951	25.945000	19.839991	516.844177	 	 
 	207.699951	26.249994	21.050013	407.129761	 	 
 	227.399902	24.849985	20.749994	206.900497	 	 
 	214.199951	27.695000	19.550013	818.906921	 	 
 	195.699951	28.599998	21.149988	1063.762207	 	 
 	190.399902	29.049980	21.449976	846.255371	 	 
 	182.399902	25.945002	21.839991	360.760529	 	 
 	206.199951	25.044992	20.249994	301.979370	 	 
 	177.699951	24.850000	21.149988	82.065483	 	 
 	190.899902	24.850000	21.149988	292.810394	 	 
 	198.699951	23.449991	19.749994	0.000000	 	 
 	213.699951	24.400003	20.050013	149.861679	 	 
 	205.399902	24.150003	20.550013	54.883396	 	 
 	207.899902	25.299982	21.149988	374.413910	 	 
 	203.199951	24.244989	20.649988	150.858841	 	 
 	193.699951	23.394983	19.949976	24.776373	 	 
 	193.899902	22.150003	20.249994	140.423676	 	 
 	224.899902	19.100000	16.149988	352.173004	 	 
 	299.399902	20.599985	13.749994	682.637207	 	 
 	290.199951	25.150002	15.249994	1348.364746	 	 
 	294.899902	24.099998	16.050013	823.984009	 	 
 	249.899902	26.699989	20.749994	803.295837	 	 
 	186.899902	27.599998	21.050013	816.186157	 	 
 	200.199951	30.544991	21.339991	1442.229736	 	 
 	186.899902	25.199991	21.649988	221.756668	 	 
 	210.899902	25.150003	20.550013	236.738373	 	 
 	221.199951	26.894981	21.449976	445.235596	 	 
 	193.699951	26.999992	21.449976	597.435059	 	 
 	193.399902	28.099983	21.249994	645.852661	 	 
 	200.199951	24.900003	21.550013	45.802963	 	 
 	183.899902	24.294992	19.839991	176.154572	 	 
 	190.699951	23.249994	19.550013	29.527351	 	 
 	226.699951	23.049982	18.949976	0.000000	 	 
 	205.199951	26.589989	19.839991	531.446045	 	 
 	198.699951	26.249994	21.449976	432.055145	 	 
 	226.699951	27.249992	20.050013	550.846375	 	 
 	215.199951	25.339991	20.839991	161.224365	 	 
 	194.199951	26.994987	21.649988	470.161957	 	 
 	256.699951	24.994989	20.149988	337.958740	 	 
 	291.399902	26.199989	19.649988	723.751465	 	 
 	292.699951	26.644981	19.949976	817.394409	 	 
 	226.699951	27.244987	21.339991	862.293213	 	 
 	185.199951	26.199976	21.949976	275.301025	 	 
 	189.699951	24.149988	21.149988	33.816654	 	 
 	204.399902	24.544992	20.249994	51.574501	 	 
 	196.199951	24.744989	21.649988	221.537354	 	 
 	157.699951	24.499994	21.449976	76.171089	 	 
 	195.399902	26.249994	21.749994	292.335144	 	 
 	203.199951	24.695002	22.050013	41.237904	 	 
 	195.199951	24.294992	21.839991	63.842945	 	 
 	180.699951	24.394983	21.339991	74.119354	 	 
 	197.699951	25.350000	21.649988	159.612106	 	 
 	223.699951	24.149988	21.149988	62.246990	 	 
 	194.699951	24.199991	21.649988	86.334015	 	 
 	168.399902	25.799982	21.449976	304.894928	 	 
 	187.399902	24.699976	20.949976	102.517296	 	 
 	212.699951	26.894983	22.449976	394.819305	 	 
 	242.199951	26.044992	21.839991	195.944717	 	 
 	231.199951	24.589991	20.839991	130.075775	 	 
 	197.899902	24.249994	21.050013	32.695789	 	 
 	227.199951	27.449989	20.649988	758.476501	 	 
 	172.699951	24.394983	20.839991	246.969467	 	 
 	244.899902	24.244989	19.339991	146.791626	 	 
 	203.699951	25.499994	21.050013	535.191406	 	 
 	218.899902	24.999994	19.449976	355.447388	 	 
 	263.199951	26.244989	21.649988	355.555420	 	 
 	194.199951	23.644983	22.339991	29.319656	 	 
 	220.899902	23.649988	20.149988	63.544308	 	 
 	198.699951	23.349985	20.449976	0.000000	 	 
 	219.199951	24.445002	21.339991	118.327904	 	 
 	218.699951	24.544992	19.839991	155.255600	 	 
 	181.399902	24.850000	22.050013	117.751129	 	 
 	197.199951	28.149986	21.649988	693.846863	 	 
 	206.399902	25.399988	22.149988	241.352539	 	 
 	216.699951	24.599985	21.249994	87.324020	 	 
 	202.199951	25.195002	22.050013	210.175430	 	 
 	202.699951	25.695002	21.550013	255.798370	 	 
 	206.199951	24.894983	21.949976	59.856670	 	 
 	207.399902	25.544992	22.339991	266.365387	 	 
 	210.699951	25.650003	21.550013	312.196747	 	 
 	208.199951	27.794991	21.839991	589.054138	 	 
 	211.699951	28.699989	22.149988	662.937134	 	 
 	198.899902	25.800013	21.550013	246.728806	 	 
 	212.699951	25.249994	22.050013	118.376579	 	 
 	226.899902	27.994987	21.149988	627.131775	 	 
 	260.399902	27.099998	21.649988	342.711914	 	 
 	206.399902	24.749994	21.449976	4.999188	 	 
 	211.199951	25.499994	22.449976	211.881531	 	 
 	214.899902	28.150002	22.249994	685.578064	 	 
 	250.199951	26.399988	21.649988	362.385284	 	 
 	182.000000	25.445002	22.839991	202.174225	 	 
 	183.899902	24.749994	22.050013	37.630253	 	 
 	206.199951	24.949991	22.249994	63.415161	 	 
 	224.199951	24.600000	21.050013	73.980934	 	 
 	200.199951	25.294992	22.339991	207.100815	 	 
 	206.199951	27.049980	21.649988	548.270874	 	 
 	193.899902	26.800013	22.050013	419.613556	 	 
 	212.199951	25.799982	22.949976	138.882782	 	 
 	211.899902	25.195002	22.839991	81.499092	 	 
 	199.199951	24.799982	21.949976	13.608340	 	 
 	207.899902	24.849985	21.249994	129.020798	 	 
 	203.199951	24.300013	21.050013	0.000000	 	 
 	201.899902	25.049982	22.649988	96.921455	 	 
 	208.399902	23.945002	22.050013	16.676407	 	 
 	197.199951	22.550013	20.550013	4.373070	 	 
 	210.199951	23.599985	20.949976	5.127698	 	 
 	221.199951	23.744989	20.649988	0.000000	 	 
 	186.699951	25.499994	22.249994	122.930611	 	 
 	211.399902	28.089989	21.839991	700.224915	 	 
 	205.399902	26.150003	21.550013	262.730255	 	 
 	167.899902	25.349985	22.949976	113.374596	 	 
 	184.199951	25.999994	22.550013	220.709335	 	 
 	220.199951	25.849985	22.949976	84.827423	 	 
 	214.899902	25.894983	22.449976	232.598953	 	 
 	188.199951	25.839991	22.839991	267.402496	 	 
 	187.000000	27.544991	22.749994	484.741058	 	 
 	205.899902	24.900003	22.050013	128.994965	 	 
 	223.699951	24.600000	21.050013	196.100845	 	 
 	229.899902	24.249994	20.749994	112.807579	 	 
 	201.399902	24.400003	20.550013	0.000000	 	 
 	199.899902	25.244989	21.649988	130.105652	 	 
 	223.699951	24.494989	20.649988	73.734055	 	 
 	205.699951	25.999994	21.550013	291.007568	 	 
 	226.399902	25.599985	21.749994	221.236694	 	 
 	181.699951	24.544992	21.749994	37.570404	 	 
 	219.399902	25.049982	22.149988	73.008514	 	 
 	205.399902	24.894983	21.839991	45.722153	 	 
 	206.199951	25.299982	21.649988	190.624481	 	 
 	209.199951	25.394983	22.339991	150.585266	 	 
 	196.899902	25.144983	21.949976	74.786316	 	 
 	176.699951	25.445002	22.339991	118.317787	 	 
 	192.199951	25.894983	22.449976	250.480316	 	 
 	185.000000	24.445002	22.050013	18.988560	 	 
 	200.199951	25.999994	21.749994	321.171844	 	 
 	188.899902	25.044992	21.339991	138.113159	 	 
 	192.699951	24.449991	21.749994	26.772552	 	 
 	203.399902	24.589991	21.339991	1.960123	 	 
 	215.899902	27.400002	22.550013	419.284576	 	 
 	206.899902	25.499994	22.749994	109.247368	 	 
 	187.699951	24.749994	22.249994	72.847740	 	 
 	186.199951	27.599983	21.749994	560.431946	 	 
 	187.399902	24.394983	21.339991	27.598713	 	 
 	184.399902	24.199991	21.249994	0.000000	 	 
 	182.899902	24.794992	22.249994	0.000000	 	 
 	191.399902	24.499994	22.050013	30.772713	 	 
 	195.199951	24.394983	21.839991	6.798234	 	 
 	207.699951	24.244989	20.839991	66.311920	 	 
 	184.899902	24.099985	21.449976	96.634033	 	 
 	197.699951	24.499994	21.949976	66.711487	 	 
 	188.199951	24.499994	21.749994	93.977371	 	 
 	228.399902	24.650003	21.749994	98.401649	 	 
 	203.699951	24.999994	21.550013	218.362503	 	 
 	186.500000	24.449991	21.249994	0.000000	 	 
 	187.699951	27.445000	21.839991	589.164185	 	 
 	188.399902	25.199976	22.449976	131.014313	 	 
